Associated Gene Name	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Band	Transcript count	Gene Biotype	Status (gene)
Gm17631	ENSMUSG00000092047	6	129862649	129864393	1	F3	1	protein_coding	KNOWN
Ttc12	ENSMUSG00000040219	9	49436963	49486225	-1	A5.3	2	protein_coding	KNOWN
Klra5	ENSMUSG00000030173	6	129898996	129917650	-1	F3	4	protein_coding	KNOWN
Gm11820	ENSMUSG00000086227	4	13076140	13096806	1	A1	1	lincRNA	NOVEL
Hils1	ENSMUSG00000038994	11	94967661	94968456	1	D	1	protein_coding	KNOWN
Gm11819	ENSMUSG00000081327	4	13444770	13445141	1	A1	1	pseudogene	KNOWN
Slc17a8	ENSMUSG00000019935	10	89574020	89621253	-1	C2	2	protein_coding	KNOWN
Ppp1r9b	ENSMUSG00000038976	11	94991035	95006899	1	D	3	protein_coding	KNOWN
Gm11826	ENSMUSG00000083328	4	13482755	13483192	-1	A1	1	pseudogene	KNOWN
Creg1	ENSMUSG00000040713	1	165763746	165775308	1	H2.3	3	protein_coding	KNOWN
Creb3l3	ENSMUSG00000035041	10	81084324	81098874	-1	C1	4	protein_coding	KNOWN
Gm11825	ENSMUSG00000081063	4	13606034	13606769	1	A1	1	pseudogene	KNOWN
Brdt	ENSMUSG00000029279	5	107331159	107387058	1	E5	4	protein_coding	KNOWN
Gm11823	ENSMUSG00000086927	4	13919954	13995193	-1	A1	1	lincRNA	NOVEL
Gm11824	ENSMUSG00000082128	4	14170066	14170911	1	A1	1	pseudogene	KNOWN
Dst	ENSMUSG00000026131	1	34011825	34308650	1	B	3	protein_coding	KNOWN
Sox21	ENSMUSG00000061517	14	118233232	118237030	-1	E4	2	protein_coding	KNOWN
Arpp21	ENSMUSG00000032503	9	112065091	112235938	-1	F3	32	protein_coding	KNOWN
Eno3	ENSMUSG00000060600	11	70657202	70662513	1	B3	8	protein_coding	KNOWN
Gm9376	ENSMUSG00000092109	14	118267158	118267768	1	E4	1	protein_coding	KNOWN
Ccl26	ENSMUSG00000070464	5	135560448	135563569	-1	G2	1	protein_coding	KNOWN
Ccl24	ENSMUSG00000004814	5	135569937	135573043	-1	G2	1	protein_coding	KNOWN
Arhgap21	ENSMUSG00000036591	2	20847919	20968881	-1	A3	18	protein_coding	KNOWN
Optn	ENSMUSG00000026672	2	5020642	5064051	-1	A1	5	protein_coding	KNOWN
Rhbdd2	ENSMUSG00000039917	5	135632618	135646448	1	G2	6	protein_coding	KNOWN
Klra6	ENSMUSG00000061769	6	130013033	130026954	-1	F3	1	protein_coding	KNOWN
Klra4	ENSMUSG00000079852	6	130043731	130067271	-1	F3	1	protein_coding	KNOWN
Polr2m	ENSMUSG00000032199	9	71478437	71485935	-1	D	3	protein_coding	KNOWN
Klra8	ENSMUSG00000089727	6	130115226	130129898	-1	F3	1	protein_coding	KNOWN
Samd14	ENSMUSG00000047181	11	95009879	95026087	1	D	3	protein_coding	KNOWN
Ephx4	ENSMUSG00000033805	5	107402736	107430035	1	E5	4	protein_coding	KNOWN
Olfr1393	ENSMUSG00000059864	11	49280150	49281085	1	B1.2	1	protein_coding	KNOWN
Cd247	ENSMUSG00000005763	1	165788681	165877276	1	H2.3	8	protein_coding	KNOWN
Arhgap31	ENSMUSG00000022799	16	38598340	38713274	-1	B4	3	protein_coding	KNOWN
Ank1	ENSMUSG00000031543	8	22974844	23150497	1	A2	17	protein_coding	KNOWN
Slc30a10	ENSMUSG00000026614	1	185454848	185468762	1	H5	1	protein_coding	KNOWN
Klra9	ENSMUSG00000033024	6	130178753	130193112	-1	F3	2	protein_coding	KNOWN
Por	ENSMUSG00000005514	5	135670033	135735326	1	G2	9	protein_coding	KNOWN
4933436I01Rik	ENSMUSG00000025288	X	67919864	67921450	-1	A7.1	1	protein_coding	NOVEL
Lpcat2b	ENSMUSG00000033794	5	107431549	107435039	1	E5	1	protein_coding	KNOWN
Lyplal1	ENSMUSG00000039246	1	186087731	186117310	-1	H5	1	protein_coding	KNOWN
Fmr1	ENSMUSG00000000838	X	68678541	68717963	1	A7.1	13	protein_coding	KNOWN
Btbd8	ENSMUSG00000070632	5	107437997	107491628	1	E5	2	protein_coding	KNOWN
Acp2	ENSMUSG00000002103	2	91202885	91214098	1	E1	5	protein_coding	KNOWN
Klra7	ENSMUSG00000067599	6	130218605	130233322	-1	F3	4	protein_coding	KNOWN
Atp5b	ENSMUSG00000025393	10	128083273	128090391	1	D3	9	protein_coding	KNOWN
Abcc4	ENSMUSG00000032849	14	118482692	118706219	-1	E4	2	protein_coding	KNOWN
Lhfpl4	ENSMUSG00000042873	6	113168090	113195384	-1	E3	1	protein_coding	KNOWN
Scoc	ENSMUSG00000063253	8	83434493	83458391	-1	C2	2	protein_coding	KNOWN
A830010M20Rik	ENSMUSG00000044060	5	107497378	107580596	1	E5	6	protein_coding	KNOWN
Pdk2	ENSMUSG00000038967	11	95026258	95041354	-1	D	5	protein_coding	KNOWN
Mtmr14	ENSMUSG00000030269	6	113237843	113281387	1	E3	9	protein_coding	KNOWN
Olfr370	ENSMUSG00000047286	8	83541093	83542188	1	C2	1	protein_coding	KNOWN
Ndufb7	ENSMUSG00000033938	8	83566671	83571626	1	C2	2	protein_coding	KNOWN
Gm6484	ENSMUSG00000047822	9	21835510	21837346	1	A3	1	protein_coding	KNOWN
Gm853	ENSMUSG00000023120	4	130209109	130222401	-1	D2.2	2	protein_coding	KNOWN
Rab3d	ENSMUSG00000019066	9	21907491	21918192	-1	A3	5	protein_coding	KNOWN
1700120G11Rik	ENSMUSG00000086068	4	14219496	14237450	-1	A1	1	lincRNA	NOVEL
Tgfb2	ENSMUSG00000039239	1	186623186	186705992	-1	H5	1	protein_coding	KNOWN
Ssbp1	ENSMUSG00000029911	6	40471352	40481823	1	B1	6	protein_coding	KNOWN
Slc35a3	ENSMUSG00000027957	3	116669469	116712831	-1	G1	5	protein_coding	KNOWN
Glod4	ENSMUSG00000017286	11	76120987	76243725	-1	B5	9	protein_coding	KNOWN
Tmem120a	ENSMUSG00000039886	5	135735485	135744271	-1	G2	4	protein_coding	KNOWN
Rasal3	ENSMUSG00000052142	17	32390659	32403583	-1	B1	10	protein_coding	KNOWN
Akr1c18	ENSMUSG00000021214	13	4132615	4150654	-1	A1	2	protein_coding	KNOWN
Tecr	ENSMUSG00000031708	8	83571700	83594491	-1	C2	3	protein_coding	KNOWN
Spag7	ENSMUSG00000018287	11	70663771	70669416	-1	B3	4	protein_coding	KNOWN
Gm11836	ENSMUSG00000081239	4	14433891	14434331	1	A1	1	pseudogene	KNOWN
Gm11838	ENSMUSG00000083280	4	14766335	14766565	1	A1	1	pseudogene	KNOWN
Gm11837	ENSMUSG00000086587	4	14929908	14953030	1	A2	3	antisense	NOVEL
Mtmr12	ENSMUSG00000039458	15	12205028	12272240	1	A1	5	protein_coding	KNOWN
Ncam1	ENSMUSG00000039542	9	49504361	49798922	-1	A5.3	2	protein_coding	KNOWN
Itga3	ENSMUSG00000001507	11	95044474	95076801	-1	D	6	protein_coding	KNOWN
Gm11844	ENSMUSG00000087241	4	15022582	15031987	1	A2	1	antisense	NOVEL
Gm11845	ENSMUSG00000083073	4	15154392	15154718	1	A2	1	pseudogene	KNOWN
Gm11856	ENSMUSG00000080869	4	15486366	15486790	1	A2	1	pseudogene	KNOWN
Gm11859	ENSMUSG00000083330	4	15531657	15532111	-1	A2	1	pseudogene	KNOWN
Ddb2	ENSMUSG00000002109	2	91211572	91236982	-1	E1	5	protein_coding	KNOWN
Serinc2	ENSMUSG00000023232	4	130253495	130279205	-1	D2.2	5	protein_coding	KNOWN
Gm11857	ENSMUSG00000082673	4	15636169	15636492	1	A2	1	pseudogene	KNOWN
Gm11858	ENSMUSG00000084181	4	15740930	15741767	-1	A2	1	pseudogene	KNOWN
Rrp15	ENSMUSG00000001305	1	186720978	186749358	-1	H5	2	protein_coding	KNOWN
Gm11855	ENSMUSG00000081026	4	15819074	15821370	-1	A2	1	pseudogene	KNOWN
Cobll1	ENSMUSG00000034903	2	65088339	65239403	-1	C1.3	13	protein_coding	KNOWN
D1Pas1	ENSMUSG00000039224	1	186967416	186970627	1	H5	1	protein_coding	KNOWN
Spata17	ENSMUSG00000026611	1	187044648	187215465	-1	H5	6	protein_coding	KNOWN
Baz2a	ENSMUSG00000040054	10	128092783	128129303	1	D3	2	protein_coding	KNOWN
Chic2	ENSMUSG00000029229	5	75001026	75044774	-1	C3.3	2	protein_coding	KNOWN
Akr1c13	ENSMUSG00000021213	13	4191184	4205596	1	A1	3	protein_coding	KNOWN
Scyl2	ENSMUSG00000069539	10	89638721	89686285	-1	C2	7	protein_coding	KNOWN
Pou2f1	ENSMUSG00000026565	1	165865154	166002678	-1	H2.3	17	protein_coding	KNOWN
B4galt4	ENSMUSG00000022793	16	38742264	38769049	1	B4	7	protein_coding	KNOWN
1700028K03Rik	ENSMUSG00000089798	5	107508944	107551549	1	E5	5	protein_coding	KNOWN
Pmpca	ENSMUSG00000026926	2	26389339	26397122	1	A3	6	protein_coding	KNOWN
Ppcs	ENSMUSG00000028636	4	119418530	119422420	-1	D2.1	3	protein_coding	KNOWN
Tmco5	ENSMUSG00000027355	2	116878691	116892494	1	E5	4	protein_coding	KNOWN
Tmem205	ENSMUSG00000040883	9	21921010	21927535	-1	A3	2	protein_coding	KNOWN
D030025P21Rik	ENSMUSG00000092130	12	84875769	84878132	1	D1	1	protein_coding	KNOWN
1110018G07Rik	ENSMUSG00000042350	12	84918148	84970900	-1	D1	8	protein_coding	KNOWN
Styxl1	ENSMUSG00000019178	5	135747220	135778385	-1	G2	9	protein_coding	KNOWN
Ccdc159	ENSMUSG00000006241	9	21927471	21935872	1	A3	2	protein_coding	KNOWN
Gm11869	ENSMUSG00000084190	4	15969572	15969928	-1	A2	1	pseudogene	KNOWN
Gm11870	ENSMUSG00000084408	4	16011005	16012326	-1	A2	1	pseudogene	KNOWN
Gm11874	ENSMUSG00000081679	4	16120759	16120888	-1	A2	1	pseudogene	KNOWN
A530072M11Rik	ENSMUSG00000085112	4	16164110	16266225	1	A2	1	lincRNA	NOVEL
Cad	ENSMUSG00000013629	5	31054780	31078479	1	B1	12	protein_coding	KNOWN
Zmynd12	ENSMUSG00000070806	4	119422814	119467444	1	D2.1	3	protein_coding	KNOWN
Klra10	ENSMUSG00000072718	6	130269194	130281928	-1	F3	1	protein_coding	KNOWN
Dnajb1	ENSMUSG00000005483	8	83608175	83611902	1	C2	1	protein_coding	KNOWN
Gm11149	ENSMUSG00000079564	9	49518336	49562944	1	A5.3	1	protein_coding	KNOWN
Klra3	ENSMUSG00000067591	6	130323289	130337574	-1	F3	2	protein_coding	KNOWN
Rpl10-ps3	ENSMUSG00000058443	9	50344240	50344981	-1	A5.3	1	protein_coding	KNOWN
Agl	ENSMUSG00000033400	3	116739999	116808166	-1	G1	8	protein_coding	KNOWN
Dbnl	ENSMUSG00000020476	11	5788488	5800962	1	A1	3	protein_coding	KNOWN
Mdh2	ENSMUSG00000019179	5	135778480	135790398	1	G2	4	protein_coding	KNOWN
Glmn	ENSMUSG00000029276	5	107548967	107597888	-1	E5	8	protein_coding	KNOWN
Gsx2	ENSMUSG00000035946	5	75075464	75077893	1	C3.3	2	protein_coding	KNOWN
Akr1c19	ENSMUSG00000071551	13	4228700	4248681	1	A1	3	protein_coding	KNOWN
Pdgfra	ENSMUSG00000029231	5	75152291	75198204	1	C3.3	2	protein_coding	KNOWN
Upk1b	ENSMUSG00000049436	16	38773184	38800203	-1	B4	1	protein_coding	KNOWN
Srrm3	ENSMUSG00000039860	5	135806890	135874772	1	G2	6	protein_coding	KNOWN
Akr1c12	ENSMUSG00000021211	13	4268172	4279433	-1	A1	1	protein_coding	KNOWN
Gipc1	ENSMUSG00000019433	8	83652678	83664788	1	C2	1	protein_coding	KNOWN
Golph3	ENSMUSG00000022200	15	12321496	12351265	1	A1	1	protein_coding	KNOWN
1600029D21Rik	ENSMUSG00000032068	9	50494525	50505639	1	A5.3	1	protein_coding	KNOWN
Ptger1	ENSMUSG00000019464	8	83666833	83672753	1	C2	2	protein_coding	KNOWN
4930435E12Rik	ENSMUSG00000022798	16	38812205	38828749	-1	B4	2	protein_coding	KNOWN
Pts	ENSMUSG00000032067	9	50521618	50528641	-1	A5.3	1	protein_coding	KNOWN
Camta2	ENSMUSG00000040712	11	70669463	70688105	-1	B3	9	protein_coding	KNOWN
Pdzd2	ENSMUSG00000022197	15	12357054	12592556	-1	A1	1	protein_coding	KNOWN
Klra1	ENSMUSG00000079853	6	130363918	130386874	-1	F3	2	protein_coding	KNOWN
Bco2	ENSMUSG00000032066	9	50533087	50555181	-1	A5.3	1	protein_coding	KNOWN
Hspb1	ENSMUSG00000004951	5	135887919	135889563	1	G2	2	protein_coding	KNOWN
Igsf11	ENSMUSG00000022790	16	38901471	39027159	1	B4	2	protein_coding	KNOWN
Pkn1	ENSMUSG00000057672	8	83669762	83699179	-1	C2	9	protein_coding	KNOWN
Ccdc111	ENSMUSG00000038225	8	46575579	46617212	-1	B1.1	5	protein_coding	KNOWN
Ywhag	ENSMUSG00000051391	5	135908409	135934616	-1	G2	4	protein_coding	KNOWN
Akr1c6	ENSMUSG00000021210	13	4434306	4457530	1	A1	3	protein_coding	KNOWN
Gpatch2	ENSMUSG00000039210	1	187215508	187351704	1	H5	9	protein_coding	KNOWN
Srcrb4d	ENSMUSG00000029699	5	135960211	135974531	-1	G2	7	protein_coding	KNOWN
Gm11865	ENSMUSG00000083725	4	16246269	16249514	1	A2	1	pseudogene	KNOWN
Gm11863	ENSMUSG00000083095	4	16363368	16363598	1	A2	1	pseudogene	KNOWN
Gm11864	ENSMUSG00000080065	4	16390445	16391664	-1	A2	1	pseudogene	KNOWN
6030458C11Rik	ENSMUSG00000022195	15	12808177	12824657	-1	A1	1	protein_coding	KNOWN
Actr3	ENSMUSG00000026341	1	125392905	125435727	-1	E2.3	2	protein_coding	KNOWN
Sec22b	ENSMUSG00000027879	3	97901190	97923276	1	F2.2	4	protein_coding	KNOWN
Akr1c20	ENSMUSG00000054757	13	4486972	4523344	-1	A1	2	protein_coding	KNOWN
Gm11861	ENSMUSG00000086072	4	16464876	16509323	1	A2	1	lincRNA	NOVEL
Cldn10	ENSMUSG00000022132	14	118787871	118875489	1	E4	4	protein_coding	KNOWN
Tas2r137	ENSMUSG00000052850	6	40491238	40492239	1	B1	1	protein_coding	KNOWN
Gm11862	ENSMUSG00000083229	4	16714944	16715602	1	A2	1	pseudogene	KNOWN
Tas2r108	ENSMUSG00000037140	6	40493592	40494485	1	B1	1	protein_coding	KNOWN
Spred1	ENSMUSG00000027351	2	117121374	117182279	1	E5	2	protein_coding	KNOWN
Prss37	ENSMUSG00000029909	6	40514824	40519508	-1	B1	2	protein_coding	KNOWN
Drosha	ENSMUSG00000022191	15	12824815	12935290	1	A1	8	protein_coding	KNOWN
Siglec1	ENSMUSG00000027322	2	131069220	131086765	-1	F1	3	protein_coding	KNOWN
Gm11848	ENSMUSG00000082994	4	17032688	17033660	-1	A2	1	pseudogene	KNOWN
Gm11850	ENSMUSG00000082552	4	17045574	17046052	-1	A2	1	pseudogene	KNOWN
Gm5581	ENSMUSG00000061969	6	131166365	131182379	-1	F3	1	protein_coding	KNOWN
Actr6	ENSMUSG00000019948	10	89711973	89732295	-1	C2	1	protein_coding	KNOWN
Gm10570	ENSMUSG00000073752	4	130308162	130308674	-1	D2.2	1	protein_coding	KNOWN
Gm11849	ENSMUSG00000083572	4	17256101	17256361	-1	A2	1	pseudogene	KNOWN
Fabp3	ENSMUSG00000028773	4	130308595	130315463	1	D2.2	1	protein_coding	KNOWN
Olfr461	ENSMUSG00000068259	6	40544036	40544977	-1	B1	1	protein_coding	KNOWN
Fam98b	ENSMUSG00000027349	2	117249739	117271540	1	E5	3	protein_coding	KNOWN
Olfr460	ENSMUSG00000045514	6	40571357	40572417	1	B1	1	protein_coding	KNOWN
Rimkla	ENSMUSG00000048899	4	119465283	119492628	-1	D2.1	2	protein_coding	KNOWN
Gm11851	ENSMUSG00000085478	4	17656675	17657963	-1	A2	1	lincRNA	NOVEL
Tex12	ENSMUSG00000032065	9	50557148	50561268	-1	A5.3	1	protein_coding	KNOWN
Clec5a	ENSMUSG00000029915	6	40574894	40585821	-1	B1	4	protein_coding	KNOWN
Zcchc17	ENSMUSG00000028772	4	130315385	130359943	-1	D2.2	5	protein_coding	KNOWN
Klra2	ENSMUSG00000030187	6	131219223	131247362	-1	F3	2	protein_coding	KNOWN
BC018242	ENSMUSG00000040563	9	21937033	21948900	1	A3	1	protein_coding	KNOWN
Uhrf1bp1l	ENSMUSG00000019951	10	89744991	89819869	1	C2	1	protein_coding	KNOWN
Pacsin3	ENSMUSG00000027257	2	91255954	91264679	1	E1	15	protein_coding	KNOWN
Fam57a	ENSMUSG00000069808	11	76179671	76214827	1	B5	5	protein_coding	KNOWN
Il18	ENSMUSG00000039217	9	50575273	50581837	1	A5.3	2	protein_coding	KNOWN
Notch2	ENSMUSG00000027878	3	98013538	98150367	1	F2.2	1	protein_coding	KNOWN
Sdhd	ENSMUSG00000000171	9	50596338	50603849	-1	A5.3	1	protein_coding	KNOWN
Gm11860	ENSMUSG00000083387	4	18009218	18010227	-1	A3	1	pseudogene	KNOWN
Timm8b	ENSMUSG00000039016	9	50603901	50605320	1	A5.3	1	protein_coding	KNOWN
Gm11852	ENSMUSG00000083150	4	18193531	18193752	1	A3	1	pseudogene	KNOWN
Gm11867	ENSMUSG00000087402	4	18407349	18891842	1	A3	1	processed_transcript	KNOWN
AU019823	ENSMUSG00000059820	9	50605240	50617464	-1	A5.3	5	protein_coding	KNOWN
Slc35f5	ENSMUSG00000026342	1	125561016	125595684	1	E2.3	1	protein_coding	KNOWN
Zp3	ENSMUSG00000004948	5	135980099	135988624	1	G2	2	protein_coding	KNOWN
Lsamp	ENSMUSG00000061080	16	41532858	42181679	1	B4	4	protein_coding	KNOWN
Rasgrp1	ENSMUSG00000027347	2	117279993	117343001	-1	E5	7	protein_coding	KNOWN
Gm11854	ENSMUSG00000080919	4	18471669	18472114	-1	A3	1	pseudogene	KNOWN
Gm11853	ENSMUSG00000083660	4	18472189	18474298	1	A3	1	pseudogene	KNOWN
Dzip1	ENSMUSG00000042156	14	118875520	118925314	-1	E4	2	protein_coding	KNOWN
Rbms2	ENSMUSG00000040043	10	128129470	128180297	-1	D3	2	protein_coding	KNOWN
Gpr39	ENSMUSG00000026343	1	125676995	125873862	1	E2.3	2	protein_coding	KNOWN
Dtx2	ENSMUSG00000004947	5	135994800	136032872	1	G2	8	protein_coding	KNOWN
Gm11868	ENSMUSG00000050550	4	18844202	18845679	-1	A3	2	pseudogene	KNOWN
Gm12392	ENSMUSG00000083005	4	18964564	18965501	1	A3	1	pseudogene	KNOWN
Fcf1	ENSMUSG00000021243	12	84970897	84983303	1	D1	3	protein_coding	KNOWN
Snrnp40	ENSMUSG00000074088	4	130360132	130390026	1	D2.2	1	protein_coding	KNOWN
Lypd1	ENSMUSG00000026344	1	125867622	125913101	-1	E3	5	protein_coding	KNOWN
Frrs1	ENSMUSG00000033386	3	116878227	116903750	1	G1	1	protein_coding	KNOWN
Cpne9	ENSMUSG00000030270	6	113282307	113305627	1	E3	9	protein_coding	KNOWN
2310047B19Rik	ENSMUSG00000051238	9	21955753	21958270	1	A3	1	protein_coding	KNOWN
Fmr1nb	ENSMUSG00000062170	X	68761839	68804567	1	A7.1	3	protein_coding	KNOWN
AA415398	ENSMUSG00000087385	4	119530308	119539529	-1	D2.1	4	protein_coding	KNOWN
Ier3	ENSMUSG00000003541	17	35821684	35822923	1	B1	1	protein_coding	KNOWN
Gm12393	ENSMUSG00000083105	4	19259096	19259943	1	A3	1	pseudogene	KNOWN
Gm11877	ENSMUSG00000082320	4	19298333	19299184	1	A3	1	pseudogene	KNOWN
Nkain1	ENSMUSG00000078532	4	130530131	130574036	-1	D2.2	1	protein_coding	KNOWN
Gm12354	ENSMUSG00000086071	4	19716732	19720199	-1	A3	2	lincRNA	NOVEL
Magohb	ENSMUSG00000030188	6	131284388	131293244	-1	F3	7	protein_coding	KNOWN
Epor	ENSMUSG00000006235	9	21958899	21963576	-1	A3	1	protein_coding	KNOWN
Gls2	ENSMUSG00000044005	10	128194457	128210004	1	D3	11	protein_coding	KNOWN
4930480G23Rik	ENSMUSG00000086332	4	19979445	19985388	-1	A3	1	antisense	NOVEL
Dlx3	ENSMUSG00000001510	11	95120089	95125296	1	D	1	protein_coding	KNOWN
Gm11872	ENSMUSG00000086017	4	20343706	20347818	1	A3	1	antisense	NOVEL
Casp3	ENSMUSG00000031628	8	46617449	46638706	1	B1.1	1	protein_coding	KNOWN
Gm11873	ENSMUSG00000081964	4	20391096	20392399	1	A3	1	pseudogene	KNOWN
Dlx4	ENSMUSG00000020871	11	95140456	95146263	-1	D	2	protein_coding	KNOWN
Gm11871	ENSMUSG00000083315	4	21009880	21010940	-1	A3	1	pseudogene	KNOWN
Nckap5	ENSMUSG00000049690	1	125913620	126830799	-1	E3	12	protein_coding	KNOWN
Tac4	ENSMUSG00000020872	11	95261529	95269265	1	D	1	protein_coding	KNOWN
Kit	ENSMUSG00000005672	5	75574916	75656722	1	C3.3	6	protein_coding	KNOWN
Esrrg	ENSMUSG00000026610	1	187608791	188214885	1	H5	5	protein_coding	KNOWN
Myst2	ENSMUSG00000038909	11	95274259	95310246	-1	D	11	protein_coding	KNOWN
Rpap2	ENSMUSG00000033773	5	107597373	107661838	1	E5	8	protein_coding	KNOWN
Flot1	ENSMUSG00000059714	17	35823230	35832791	1	B1	11	protein_coding	KNOWN
Gm11875	ENSMUSG00000083654	4	21626380	21627178	1	A3	1	pseudogene	KNOWN
Gm11876	ENSMUSG00000082672	4	21671040	21671308	1	A3	1	pseudogene	KNOWN
Tas2r138	ENSMUSG00000058250	6	40612315	40613310	-1	B1	1	protein_coding	KNOWN
Gm11885	ENSMUSG00000080997	4	22006762	22008189	-1	A3	1	pseudogene	KNOWN
Mgam	ENSMUSG00000068587	6	40628831	40769123	1	B1	1	protein_coding	KNOWN
Brpf1	ENSMUSG00000001632	6	113307181	113324857	1	E3	7	protein_coding	KNOWN
Gm11880	ENSMUSG00000082490	4	22117134	22117532	-1	A3	1	pseudogene	KNOWN
Gm11882	ENSMUSG00000083376	4	22275833	22276338	1	A3	1	pseudogene	KNOWN
Gm11878	ENSMUSG00000081810	4	22519628	22520027	1	A3	1	pseudogene	KNOWN
Gm11881	ENSMUSG00000083514	4	22528438	22529009	-1	A3	1	pseudogene	KNOWN
Gm11879	ENSMUSG00000080762	4	22704057	22704758	1	A3	1	pseudogene	KNOWN
Styk1	ENSMUSG00000032899	6	131299144	131353597	-1	F3	4	protein_coding	KNOWN
Upk3b	ENSMUSG00000042985	5	136038496	136045303	1	G2	1	protein_coding	KNOWN
Pum1	ENSMUSG00000028580	4	130663321	130781564	1	D2.2	7	protein_coding	KNOWN
2310043J07Rik	ENSMUSG00000006143	5	136054492	136064326	1	G2	6	protein_coding	KNOWN
Arfgap2	ENSMUSG00000027255	2	91264974	91276931	1	E1	7	protein_coding	KNOWN
AL591129.1	ENSMUSG00000096115	11	76179671	76214816	1	B5	1	protein_coding	KNOWN
Gemin4	ENSMUSG00000049396	11	76210571	76217664	-1	B5	2	protein_coding	KNOWN
Dbil5	ENSMUSG00000038057	11	76217608	76218666	1	B5	1	protein_coding	KNOWN
Thbs1	ENSMUSG00000040152	2	118111876	118127133	1	E5	2	protein_coding	KNOWN
Rasa4	ENSMUSG00000004952	5	136083916	136111860	1	G2	12	protein_coding	KNOWN
Dusp27	ENSMUSG00000026564	1	166098153	166127898	-1	H2.3	1	protein_coding	KNOWN
Gpa33	ENSMUSG00000000544	1	166130238	166166510	1	H2.3	4	protein_coding	KNOWN
Ush2a	ENSMUSG00000026609	1	188262023	188965041	1	H6	5	protein_coding	KNOWN
Ogg1	ENSMUSG00000030271	6	113326972	113335068	1	E3	5	protein_coding	KNOWN
Inpp5e	ENSMUSG00000026925	2	26396249	26409203	-1	A3	7	protein_coding	KNOWN
Camk1	ENSMUSG00000030272	6	113334124	113343984	-1	E3	7	protein_coding	KNOWN
Hspa12b	ENSMUSG00000074793	2	131127280	131146321	1	F1	3	protein_coding	KNOWN
Palmd	ENSMUSG00000033377	3	116918256	116968987	-1	G1	3	protein_coding	KNOWN
Mael	ENSMUSG00000040629	1	166201385	166238744	-1	H2.3	1	protein_coding	KNOWN
Ildr2	ENSMUSG00000040612	1	166254139	166316823	1	H2.3	1	protein_coding	KNOWN
Pih1d2	ENSMUSG00000000167	9	50617321	50625000	1	A5.3	7	protein_coding	KNOWN
Rnmtl1	ENSMUSG00000038046	11	76243715	76250619	1	B5	3	protein_coding	KNOWN
Polr2j	ENSMUSG00000039771	5	136116631	136122947	1	G2	3	protein_coding	KNOWN
1110051M20Rik	ENSMUSG00000040591	2	91275068	91444704	-1	E1	8	protein_coding	KNOWN
Csda	ENSMUSG00000030189	6	131364858	131388450	-1	F3	2	protein_coding	KNOWN
Fam117a	ENSMUSG00000038893	11	95337018	95381872	1	D	6	protein_coding	KNOWN
4930455H04Rik	ENSMUSG00000080907	3	116968267	116984406	1	G1	1	protein_coding	KNOWN
1700061I17Rik	ENSMUSG00000028009	3	117060522	117077765	-1	G1	1	protein_coding	KNOWN
Ddx39	ENSMUSG00000005481	8	83715177	83726892	1	C2	6	protein_coding	KNOWN
5430401F13Rik	ENSMUSG00000094113	6	131486400	131553757	1	F3	3	protein_coding	KNOWN
Nxn	ENSMUSG00000020844	11	76257198	76399140	-1	B5	2	protein_coding	KNOWN
Tada3	ENSMUSG00000048930	6	113366025	113377883	-1	E3	6	protein_coding	KNOWN
Lrwd1	ENSMUSG00000029703	5	136122772	136136074	-1	G2	8	protein_coding	KNOWN
D3Bwg0562e	ENSMUSG00000044667	3	117319145	117360876	-1	G1	2	protein_coding	KNOWN
Gm6619	ENSMUSG00000095577	6	131486400	131491487	1	F3	1	protein_coding	KNOWN
Tas2r130	ENSMUSG00000054497	6	131629823	131630912	-1	F3	1	protein_coding	KNOWN
Tas2r107	ENSMUSG00000053389	6	131659118	131660149	-1	F3	1	protein_coding	KNOWN
Tas2r106	ENSMUSG00000057754	6	131677960	131678886	-1	F3	1	protein_coding	KNOWN
Tas2r104	ENSMUSG00000061977	6	131684836	131685744	-1	F3	1	protein_coding	KNOWN
Ccdc115	ENSMUSG00000042111	1	34436671	34439672	-1	B	1	protein_coding	KNOWN
Tas2r105	ENSMUSG00000051153	6	131686539	131687495	-1	F3	1	protein_coding	KNOWN
Kdr	ENSMUSG00000062960	5	75932827	75978458	-1	C3.3	2	protein_coding	KNOWN
Tas2r114	ENSMUSG00000063478	6	131689134	131690063	-1	F3	1	protein_coding	KNOWN
Imp4	ENSMUSG00000026127	1	34439851	34445736	1	B	7	protein_coding	KNOWN
Gm4736	ENSMUSG00000079276	6	132114223	132117662	-1	F3	1	protein_coding	KNOWN
Prb1	ENSMUSG00000067543	6	132206802	132210516	-1	G1	1	protein_coding	KNOWN
Prpmp5	ENSMUSG00000052262	6	132311590	132314757	-1	G1	1	protein_coding	KNOWN
Gm8882	ENSMUSG00000030143	6	132361041	132364134	-1	G1	1	protein_coding	KNOWN
Fsip1	ENSMUSG00000027344	2	118204888	118256966	-1	E5	2	protein_coding	KNOWN
Gm11037	ENSMUSG00000079039	2	131133497	131134215	1	F1	1	protein_coding	KNOWN
1700037H04Rik	ENSMUSG00000027327	2	131146324	131160081	-1	F1	7	protein_coding	KNOWN
Sec16a	ENSMUSG00000026924	2	26409431	26445216	-1	A3	8	protein_coding	KNOWN
5330438I03Rik	ENSMUSG00000091393	1	166306741	166309585	-1	H2.3	1	protein_coding	KNOWN
